Artikelnummer;Produktnamn;Pris exkl. moms;KategoriID;Dölj produkt
PBDM931101.grav15;"";22,4000;;
PBDM931101.grav20;"";33,6000;;
PBDM931102;"";9,6000;;
PBDM931102.grav10;"";17,6000;;
PBDM931102.grav15;"";22,4000;;
PBDM931102.grav20;"";33,6000;;
PBDM931127;"";9,6000;;
PBDM931127.grav10;"";17,6000;;
PBDM931127.grav15;"";22,4000;;
PBDM931127.grav20;"";33,6000;;
PBDM931201.attr1;"Medalj PBDM9312";12,0000;"244";0
PBDM931201.takmax;"";12,0000;;
PBDM931201.tak100.grav10;"";20,0000;;
PBDM931201.tak100.grav15;"";24,0000;;
PBDM931201.tak100.grav20;"";36,0000;;
PBDM931201.tak200.grav8;"";18,4000;;
PBDM931201.tak200.grav13;"";22,4000;;
PBDM931201.takmax.grav7;"";17,6000;;
PBDM931201.takmax.grav11;"";20,8000;;
PBErik1.strk1;"Pokal Erik";336,0000;"251";1
PBErik3;"";336,0000;;
PBErik3.attr1;"";376,0000;;
PBET41804A;"Pokal Lewis";111,2000;"250";1
PBET41804A.strk5;"";111,2000;;
PBET41804A.strk5.grav50;"";151,2000;;
PBET41804B.strk4;"";124,8000;;
PBET41804B.strk4.grav50;"";164,8000;;
PBET41804C.strk3;"";142,4000;;
PBET41804C.strk3.grav50;"";182,4000;;
PBET41804D.strk2;"";160,0000;;
PBET41804D.strk2.grav50;"";200,0000;;
PBET41804E.strk1;"";184,0000;;
PBET41804E.strk1.grav50;"";224,0000;;
PBEUSE;"Tyra 170x190mm";880,0000;"190";0
PBEUSE.attr1;"";880,0000;;
PBEUSE.attr2;"";960,0000;;
PBFastfix.Multiboule;"Bouleklot";72,0000;"197";0
PBFastfix.Multiboule1;"";72,0000;;
PBFastfix.Multiboule1.attr1;"";104,0000;;
PBFastfix.Multiboule2;"";64,0000;;
PBFastfix.Multiboule2.attr1;"";96,0000;;
PBFastfix.Multiboule3;"";56,0000;;
PBFastfix.Multiboule3.attr1;"";88,0000;;
PBFastfix.Running;"Fastfix figure Running";64,0000;"187;211";0
PBFastfix.Running1;"";64,0000;;
PBFastfix.Running1.attr1;"";96,0000;;
PBFastfix.Running2;"";56,0000;;
PBFastfix.Running2.attr1;"";88,0000;;
PBFastfix.Running3;"";52,0000;;
PBFastfix.Running3.attr1;"";84,0000;;
PBFG100;"Pokal Xplode XXL";2120,0000;"186";0
PBFG100.attr1;"";2120,0000;;
PBFG100.attr2;"";2280,0000;;
PBFG1011;"Xplode Fotboll";120,0000;"186;277";0
PBFG1011.attr1;"";120,0000;;
PBFG1011.attr2;"";160,0000;;
PBFG1020;"Xplode Domare";120,0000;"186;277";0
PBFG1020.attr1;"";120,0000;;
PBFG1020.attr2;"";160,0000;;
PBFG1025;"Xplode Keeper";136,0000;"186";0
PBFG1025.attr1;"";136,0000;;
PBFG1025.attr2;"";176,0000;;
PBFG1031;"Xplode Karate";136,0000;"196";0
PBFG1031.attr1;"";136,0000;;
PBFG1031.attr2;"";176,0000;;
PBFG1061;"Xplode Handboll Dam";88,0000;"189;277";0
PBFG1061.attr1;"";88,0000;;
PBFG1061.attr2;"";128,0000;;
PBFG1071;"Xplode Handboll Herr";136,0000;"189;277";0
PBFG1071.attr1;"";136,0000;;
PBFG1071.attr2;"";176,0000;;
PBFG1081;"Xplode Cross";136,0000;"198";0
PBFG1081.attr1;"";136,0000;;
PBFG1081.attr2;"";176,0000;;
PBFG1091;"Xplode Slalom";136,0000;"206";0
PBFG1091.attr1;"";136,0000;;
PBFG1091.attr2;"";176,0000;;
PBFG1101;"Xplode Hockey";136,0000;"192;277";0
PBFG1101.attr1;"";136,0000;;
PBFG1101.attr2;"";176,0000;;
PBFG1121;"Xplode Dart";136,0000;"202";0
PBFG1121.attr1;"";136,0000;;
PBFG1121.attr2;"";176,0000;;
PBFG1141;"Xplode Volleyboll";136,0000;"195";0
PBFG1141.attr1;"";136,0000;;
PBFG1141.attr2;"";176,0000;;
PBFG1151;"Xplode Biljard";136,0000;"211";0
PBFG1151.attr1;"";136,0000;;
PBFG1151.attr2;"";176,0000;;
PBFG1155;"Xplode Tennis Dam";136,0000;"194;277";0
PBFG1155.attr1;"";136,0000;;
PBFG1155.attr2;"";176,0000;;
PBFG1160;"Xplode Tennis Herr";136,0000;"194;277";0
PBFG1160.attr1;"";136,0000;;
PBFG1160.attr2;"";176,0000;;
PBFG1165;"Xplode Simning";136,0000;"204";0
PBFG1165.attr1;"";136,0000;;
PBFG1165.attr2;"";176,0000;;
PBFG1170;"Xplode Löpning";136,0000;"187";1
PBFG1170.attr1;"";136,0000;;
PBFG1170.attr2;"";176,0000;;
PBFG150.strk1;"Max";68,0000;"122";0
PBFG150;"";68,0000;;
PBFG150.attr1;"";92,0000;;
PBFG150badminton;"Max Badminton";68,0000;"194;211";0
Maxbadminton_001;"";68,0000;;
Maxbadminton_002;"";92,0000;;
PBFG150domare.attr1;"Max Domare";68,0000;"184;186;191;192;211";0
PBFG150domare;"";68,0000;;
PBFG150domare.grav30;"";92,0000;;
PBFG151GA.strk1;"Labero";68,0000;"122;187;189;196;211;220";0
PBFG151GA;"";68,0000;;
PBFG151GA.attr1;"";88,0000;;
PBFG152ZA;"";68,0000;;
PBFG152ZA.attr1;"";88,0000;;
PBFG153BA;"";68,0000;;
PBFG153BA.attr1;"";88,0000;;
PBFG155.strk1;"Totti";52,0000;"186;277";0
PBFG155;"";52,0000;;
PBFG155.attr1;"";76,0000;;
PBFG156s.strk1;"Van Basten";52,0000;"186";0
PBFG156;"";52,0000;;
PBFG156.attr1;"";76,0000;;
PBFG169.strk1;"Folke";63,2000;"189";0
PBFG169;"";63,2000;;
PBFG169.attr1;"";95,2000;;
PBFG173;"Ralf- deltagarpris i motocross";92,0000;"198";0
PBFG173.attr2;"";92,0000;;
PBFG182.strk1;"Svan";95,2000;"206";0
PBFG182.attr1;"";95,2000;;
PBFG203;"Pokal Xplode";184,0000;"186";0
PBFG199.strk6;"";184,0000;;
PBFG199.strk6.grav50;"";224,0000;;
PBFG200.strk5;"";216,0000;;
PBFG200.strk5.grav50;"";256,0000;;
PBFG201.strk4;"";240,0000;;
PBFG201.strk4.grav50;"";280,0000;;
PBFG202.strk3;"";264,0000;;
PBFG202.strk3.grav50;"";304,0000;;
PBFG203.strk2;"";304,0000;;
PBFG203.strk2.grav50;"";344,0000;;
PBFG204.strk1;"";480,0000;;
PBFG204.strk1.grav100;"";560,0000;;
PBFG240;"Zico";44,0000;"186;277";0
PBFG240.attr1;"";44,0000;;
PBFG240.attr2;"";68,0000;;
PBFG264;"PBFG264";36,0000;"211;220";0
PBFG264.attr1;"";36,0000;;
PBFG264.attr2;"";68,0000;;
PBFG272;"PBFG272";30,4000;"255";0
PBFG272.attr1;"";30,4000;;
PBFG272.attr2;"";62,4000;;
PBFG274.strk1;"Motocross 100mm";39,2000;"198";0
PBFG274;"";39,2000;;
PBFG274.attr1;"";63,2000;;
PBFG351;"Ella";239,2000;"190";0
PBFG351.attr1;"";239,2000;;
PBFG351.attr2;"";279,2000;;
PBFG350;"";116,0000;;
PBFG350.attr1;"";152,0000;;
PBFG360;"Kanon";280,0000;"186;211";0
PBFG360.attr1;"";280,0000;;
PBFG360.attr2;"";320,0000;;
PBFG833;"PBFG833";248,0000;"186";1
PBFG833.attr1;"";248,0000;;
PBFG833.attr2;"";288,0000;;
PBFG844;"Pokal World Cup Fotboll";256,0000;"186";1
PBFG844.attr1;"";256,0000;;
PBFG844.attr2;"";296,0000;;
PBFG863;"PBFG863";228,0000;"186";0
PBFG863.attr1;"";228,0000;;
PBFG863.attr2;"";268,0000;;
PBFG900ZMGG.strk1;"PBFG900";47,2000;"122;186;194;198;211";0
PBFG900ZMGG;"";47,2000;;
PBFG900ZMGG.attr1;"";79,2000;;
PBFOLIE25G;"Foliejetong (Obs ej medalj) 25 eller 50 mm, egen text och eller logga";8,0000;"258";0
PBFOLIE25G.attr1;"";8,0000;;
PBFOLIE25G.attr2;"";6,4000;;
PBFOLIE25G.attr3;"";4,8000;;
PBFOLIE25S;"";8,0000;;
PBFOLIE25S.attr1;"";6,4000;;
PBFOLIE25G.attr4;"";4,8000;;
PBFOLIE25B;"";8,0000;;
PBFOLIE25B.attr1;"";6,4000;;
PBFOLIE25G.attr5;"";4,8000;;
PBFOLIE50G;"";16,0000;;
PBFOLIE50G.attr1;"";12,0000;;
PBFOLIE25G.attr6;"";8,0000;;
PBFOLIE50S;"";16,0000;;
PBFOLIE50S.attr1;"";12,0000;;
PBFOLIE25G.attr7;"";8,0000;;
PBFOLIE50B;"";16,0000;;
PBFOLIE50B.attr1;"";12,0000;;
PBFOLIE25G.attr8;"";8,0000;;
PBFX103FX005.strk1;"Fotboll Flexx";120,0000;"186;277";1
PBFX103FX005;"";120,0000;;
PBFX103FX005.attr1;"";160,0000;;
PBFX102FX005;"";104,0000;;
PBFX102FX005.attr1;"";144,0000;;
PBFX101FX005;"";88,0000;;
PBFX101FX005.attr1;"";128,0000;;
PBFX103FX007.strk1;"Häst Flexx";120,0000;"190";1
PBFX103FX007;"";120,0000;;
PBFX103FX007.attr1;"";160,0000;;
PBFX102FX007;"";104,0000;;
PBFX102FX007.attr1;"";144,0000;;
PBFX101FX007;"";88,0000;;
PBFX101FX007.attr1;"";128,0000;;
PBFX103FX008.strk1;"Tennis Flexx";120,0000;"194;277";1
PBFX103FX008;"";120,0000;;
PBFX103FX008.attr1;"";160,0000;;
PBFX102FX008;"";104,0000;;
PBFX102FX008.attr1;"";144,0000;;
PBFX101FX008;"";88,0000;;
PBFX101FX008.attr1;"";128,0000;;
PBFX103FX009.strk1;"Kampsport Flexx";120,0000;"196";1
PBFX103FX009;"";120,0000;;
PBFX103FX009.attr1;"";160,0000;;
PBFX102FX009;"";104,0000;;
PBFX102FX009.attr1;"";144,0000;;
PBFX101FX009;"";88,0000;;
PBFX101FX009.attr1;"";128,0000;;
PBFX103FX010.strk1;"Biljard Flexx";120,0000;"211";1
PBFX103FX010;"";120,0000;;
PBFX103FX010.attr1;"";160,0000;;
PBFX102FX010;"";104,0000;;
PBFX102FX010.attr1;"";144,0000;;
PBFX101FX010;"";88,0000;;
PBFX101FX010.attr1;"";128,0000;;
PBFX103FX011.strk1;"Boule Flexx";120,0000;"197";1
PBFX103FX011;"";120,0000;;
PBFX103FX011.attr1;"";160,0000;;
PBFX102FX011;"";104,0000;;
PBFX102FX011.attr1;"";144,0000;;
PBFX101FX011;"";88,0000;;
PBFX101FX011.attr1;"";128,0000;;
PBFX103FX013.strk1;"Fotboll Målvakt Flexx";120,0000;"186;277";1
PBFX103FX013;"";120,0000;;
PBFX103FX013.attr1;"";160,0000;;
PBFX102FX013;"";104,0000;;
PBFX102FX013.attr1;"";144,0000;;
PBFX101FX013;"";88,0000;;
PBFX101FX013.attr1;"";128,0000;;
PBFX103FX014.strk1;"Domare Flexx";120,0000;"184;186;189;191;192;277";1
PBFX103FX014;"";120,0000;;
PBFX103FX014.attr1;"";160,0000;;
PBFX102FX014;"";104,0000;;
PBFX102FX014.attr1;"";144,0000;;
PBFX101FX014;"";88,0000;;
PBFX101FX014.attr1;"";128,0000;;
PBFX103FX015.strk1;"Ishockey Flexx";120,0000;"192;277";1
PBFX103FX015;"";120,0000;;
PBFX103FX015.attr1;"";160,0000;;
PBFX102FX015;"";104,0000;;
PBFX102FX015.attr1;"";144,0000;;
PBFX101FX015;"";88,0000;;
PBFX101FX015.attr1;"";128,0000;;
PBFX103FX016.strk1;"Boxning Flexx";120,0000;"196";1
PBFX103FX016;"";120,0000;;
PBFX103FX016.attr1;"";160,0000;;
PBFX102FX016;"";104,0000;;
PBFX102FX016.attr1;"";144,0000;;
PBFX101FX016;"";88,0000;;
PBFX101FX016.attr1;"";128,0000;;
PBFX103FX017.strk1;"Dart Flexx";120,0000;"202";1
PBFX103FX017;"";120,0000;;
PBFX103FX017.attr1;"";160,0000;;
PBFX102FX017;"";104,0000;;
PBFX102FX017.attr1;"";144,0000;;
PBFX101FX017;"";88,0000;;
PBFX101FX017.attr1;"";128,0000;;
PBFX103FX018.strk1;"Poker Flexx";120,0000;"220";1
PBFX103FX018;"";120,0000;;
PBFX103FX018.attr1;"";160,0000;;
PBFX102FX018;"";104,0000;;
PBFX102FX018.attr1;"";144,0000;;
PBFX101FX018;"";88,0000;;
PBFX101FX018.attr1;"";128,0000;;
PBFX103FX019.strk1;"Pingis Flexx";120,0000;"194";1
PBFX103FX019;"";120,0000;;
PBFX103FX019.attr1;"";160,0000;;
PBFX102FX019;"";104,0000;;
PBFX102FX019.attr1;"";144,0000;;
PBFX101FX019;"";88,0000;;
PBFX101FX019.attr1;"";128,0000;;
PBFX103FX020.strk1;"Gokart Flexx";120,0000;"198";1
PBFX103FX020;"";120,0000;;
PBFX103FX020.attr1;"";160,0000;;
PBFX102FX020;"";104,0000;;
PBFX102FX020.attr1;"";144,0000;;
PBFX101FX020;"";88,0000;;
PBFX101FX020.attr1;"";128,0000;;
PBFX103FX022.strk1;"Streetdance Flexx";120,0000;"211";1
PBFX103FX022;"";120,0000;;
PBFX103FX022.attr1;"";160,0000;;
PBFX102FX022;"";104,0000;;
PBFX102FX022.attr1;"";144,0000;;
PBFX101FX022;"";88,0000;;
PBFX101FX022.attr1;"";128,0000;;
PBFX103FX023.strk1;"Simning Flexx";120,0000;"204;277";1
PBFX103FX023;"";120,0000;;
PBFX103FX023.attr1;"";160,0000;;
PBFX102FX023;"";104,0000;;
PBFX102FX023.attr1;"";144,0000;;
PBFX101FX023;"";88,0000;;
PBFX101FX023.attr1;"";128,0000;;
PBFX103FX025.strk1;"Musik Flexx";120,0000;"211";1
PBFX103FX025;"";120,0000;;
PBFX103FX025.attr1;"";160,0000;;
PBFX102FX025;"";104,0000;;
PBFX102FX025.attr1;"";144,0000;;
PBFX101FX025;"";88,0000;;
PBFX101FX025.attr1;"";128,0000;;
PBFX103FX026.strk1;"Motor Flexx";120,0000;"198";1
PBFX103FX026;"";120,0000;;
PBFX103FX026.attr1;"";160,0000;;
PBFX102FX026;"";104,0000;;
PBFX102FX026.attr1;"";144,0000;;
PBFX101FX026;"";88,0000;;
PBFX101FX026.attr1;"";128,0000;;
PBFX103FX028.strk1;"Badminton Flexx";120,0000;"194";1
PBFX103FX028;"";120,0000;;
PBFX103FX028.attr1;"";160,0000;;
PBFX102FX028;"";104,0000;;
PBFX102FX028.attr1;"";144,0000;;
PBFX101FX028;"";88,0000;;
PBFX101FX028.attr1;"";128,0000;;
PBFX103FX029.strk1;"Basket Flexx";120,0000;"184;277";1
PBFX103FX029;"";120,0000;;
PBFX103FX029.attr1;"";160,0000;;
PBFX102FX029;"";104,0000;;
PBFX102FX029.attr1;"";144,0000;;
PBFX101FX029;"";88,0000;;
PBFX101FX029.attr1;"";128,0000;;
PBFX103FX030.strk1;"Cykel Flexx";120,0000;"211";1
PBFX103FX030;"";120,0000;;
PBFX103FX030.attr1;"";160,0000;;
PBFX102FX030;"";104,0000;;
PBFX102FX030.attr1;"";144,0000;;
PBFX101FX030;"";88,0000;;
PBFX101FX030.attr1;"";128,0000;;
PBFX103FX031.strk1;"Schack Flexx";120,0000;"211";1
PBFX103FX031;"";120,0000;;
PBFX103FX031.attr1;"";160,0000;;
PBFX102FX031;"";104,0000;;
PBFX102FX031.attr1;"";144,0000;;
PBFX101FX031;"";88,0000;;
PBFX101FX031.attr1;"";128,0000;;
PBFX103FX035.strk1;"Handboll Flexx";120,0000;"189;277";1
PBFX103FX035;"";120,0000;;
PBFX103FX035.attr1;"";160,0000;;
PBFX102FX035;"";104,0000;;
PBFX102FX035.attr1;"";144,0000;;
PBFX101FX035;"";88,0000;;
PBFX101FX035.attr1;"";128,0000;;
PBFX103FX038.strk1;"Löpning Flexx";120,0000;"187";1
PBFX103FX038;"";120,0000;;
PBFX103FX038.attr1;"";160,0000;;
PBFX102FX038;"";104,0000;;
PBFX102FX038.attr1;"";144,0000;;
PBFX101FX038;"";88,0000;;
PBFX101FX038.attr1;"";128,0000;;
PBFX103FX039.strk1;"Dans Flexx";120,0000;"211";1
PBFX103FX039;"";120,0000;;
PBFX103FX039.attr1;"";160,0000;;
PBFX102FX039;"";104,0000;;
PBFX102FX039.attr1;"";144,0000;;
PBFX101FX039;"";88,0000;;
PBFX101FX039.attr1;"";128,0000;;
PBFX103FX040.strk1;"Bowling Flexx";120,0000;"197";1
PBFX103FX040;"";120,0000;;
PBFX103FX040.attr1;"";160,0000;;
PBFX102FX040;"";104,0000;;
PBFX102FX040.attr1;"";144,0000;;
PBFX101FX040;"";88,0000;;
PBFX101FX040.attr1;"";128,0000;;
PBFX103FX045.strk1;"Längdskidor Flexx";133,6000;"206;250";1
PBFX103FX045;"";133,6000;;
PBFX103FX045.attr1;"";173,6000;;
PBFX102FX045;"";104,0000;;
PBFX102FX045.attr1;"";144,0000;;
PBFX101FX045;"";88,0000;;
PBFX101FX045.attr1;"";128,0000;;
PBH156RO.strk1;"MDF Plakett";800,0000;"122";0
PBH156RO;"";800,0000;;
PBH156RO.attr1;"";912,0000;;
PBH155RO;"";720,0000;;
PBH155RO.attr1;"";832,0000;;
PBH154RO;"";600,0000;;
PBH154RO.attr1;"";700,0000;;
PBH153RO;"";520,0000;;
PBH153RO.attr1;"";620,0000;;
PBH152RO;"";392,0000;;
PBH152RO.attr1;"";472,0000;;
PBH151RO;"";256,0000;;
PBH151RO.attr1;"";336,0000;;
PBH150RO;"";208,0000;;
PBH150RO.attr1;"";288,0000;;
PBH35BOLL;"Zidane";64,0000;"122;186";1
PBH35T0932;"Plakett Domare";64,0000;"184;185;186;189;191;192;211";0
PBH35ZW;"PBH35";79,2000;"122";0
PBH35ZW.attr01;"";79,2000;;
PBH35ZW.attr02;"";135,2000;;
PBH35ZW.attr11;"";63,2000;;
PBH35ZW.attr12;"";119,2000;;
PBH35ZW.attr21;"";47,2000;;
PBH35ZW.attr22;"";103,2000;;
PBH35ZW.attrKM0;"KM Plakett med aliminiumskylt i Guld-Silver-Brons";72,0000;"122;227";0
PBH35KMG;"";72,0000;;
PBH35KMS;"";72,0000;;
PBH35KMB;"";72,0000;;
PBHAluma156;"PBH Aluma";800,0000;"122";0
PBHAluma156.1;"";800,0000;;
PBHAluma156.1.attr1;"";912,0000;;
PBHAluma155.2;"";720,0000;;
PBHAluma155.2.attr1;"";832,0000;;
PBHAluma154.3;"";600,0000;;
PBHAluma154.3.attr1;"";700,0000;;
PBHAluma153.4;"";520,0000;;
PBHAluma153.4.attr1;"";620,0000;;
PBHAluma152.5;"";368,0000;;
PBHAluma152.5.attr1;"";452,0000;;
PBHAluma151.6;"";256,0000;;
PBHAluma151.6.attr1;"";344,0000;;
PBHAluma150.7;"";184,0000;;
PBHAluma150.7.attr1;"";268,0000;;
PBHLack156;"PBH Lack";800,0000;"122";0
PBHLack156.attr1;"";800,0000;;
PBHLack156.attr2;"";900,0000;;
PBHLack155;"";680,0000;;
PBHLack155.attr1;"";780,0000;;
PBHLack154;"";600,0000;;
PBHLack154.attr1;"";700,0000;;
PBHLack153;"";520,0000;;
PBHLack153.attr1;"";620,0000;;
PBHLack152;"";368,0000;;
PBHLack152.attr1;"";452,0000;;
PBHLack151;"";288,0000;;
PBHLack151.attr1;"";368,0000;;
PBHMässing;"Mässing på MDF ";1356,0000;"122";0
PBHMässing156;"";1356,0000;;
PBHMässing156.attr1;"";1556,0000;;
PBHMässing155;"";876,0000;;
PBHMässing155.attr1;"";1076,0000;;
PBHMässing154;"";836,0000;;
PBHMässing154.attr1;"";956,0000;;
PBHMässing153;"";796,0000;;
PBHMässing153.attr1;"";916,0000;;
APBHMässing152;"";756,0000;;
PBHMässing152.attr1;"";876,0000;;
PBHMässing151;"";516,0000;;
PBHMässing151.attr1;"";636,0000;;
PBHplakett;"Bengt";64,0000;"200";1
PBHTRIATLON;"Medaljer Triathlon 48st";3398,4000;"";0
PBKarateGrea;"Karate figur 200mm foliegravyr ingår";48,0000;"196";0
PBKarateGrea.grav;"";48,0000;;
PBL100GG;"Pokal Kerstin. Gravyr ingår";8392,0000;"251";0
PBL100ZG;"Silver Pokal Kerstin Gravyr ingår i priset";8392,0000;"196;198;224;251;276";0
PBM410FX005;"Fotboll/Sko";39,2000;"186;277";0
PBM410FX005.attr1;"";39,2000;;
PBM410FX005.attr2;"";63,2000;;
PBM410FX013;"Målvaktspris Handskar/Fotboll";39,2000;"186;277";0
PBM410FX013.attr1;"";39,2000;;
PBM410FX013.attr2;"";63,2000;;
PBM410FX015;"Skridsko/Puck/Klubba";39,2000;"192";0
PBM410FX015.attr1;"";39,2000;;
PBM410FX015.attr2;"";63,2000;;
PBM410FX035;"Handboll/mål";39,2000;"189";0
PBM410FX035.attr1;"";39,2000;;
PBM410FX035.attr2;"";63,2000;;
PBM410FX045;"Längdskidor";32,0000;"206;277";0
PBM410FX045;"";32,0000;;
PBM441;"Marmorsocklar flera storlekar";184,0000;"240";0
PBM441.attr1;"";184,0000;;
PBM435;"";144,0000;;
PBM434;"";184,0000;;
PBM424;"";144,0000;;
PBM433;"";80,0000;;
PBM423;"";80,0000;;
PBM422;"";80,0000;;
PBM421;"";48,0000;;
PBM420;"";40,0000;;
PBMultiAmFotbollG1.strk1;"Multisport Am Fotboll";168,0000;"186;211;250";0
PBMultiAmFotbollG1;"";168,0000;;
PBMultiAmFotbollG1.attr1;"";208,0000;;
PBMultiAmFotbollG2;"";151,2000;;
PBMultiAmFotbollG2.attr1;"";191,2000;;
PBMultiAmFotbollG3;"";142,4000;;
PBMultiAmFotbollG3.attr1;"";182,4000;;
PBMultiBadmintonG1.strk1;"Multisport Badminton ";168,0000;"194;250";0
PBMultiBadmintonG1;"";168,0000;;
PBMultiBadmintonG1.attr1;"";208,0000;;
PBMultiBadmintonG2;"";151,2000;;
PBMultiBadmintonG2.attr1;"";191,2000;;
PBMultiBadmintonG3;"";142,4000;;
PBMultiBadmintonG3.attr1;"";182,4000;;
PBMultiBadmintonS;"Multisport Badminton silver";168,0000;"194;250";0
PBMultiBadmintonS1;"";168,0000;;
PBMultiBadmintonS1.attr1;"";208,0000;;
PBMultiBadmintonS2;"";152,0000;;
PBMultiBadmintonS2.attr1;"";192,0000;;
PBMultiBadmintonS3;"";144,0000;;
PBMultiBadmintonS3.attr1;"";184,0000;;
PBMultiBasketG1.strk1;"Multisport Basket";168,0000;"184;250;277";0
PBMultiBasketG1;"";168,0000;;
PBMultiBasketG1.attr1;"";208,0000;;
PBMultiBasketG2;"";151,2000;;
PBMultiBasketG2.attr1;"";191,2000;;
PBMultiBasketG3;"";142,4000;;
PBMultiBasketG3.attr1;"";182,4000;;
PBMultiBouleG1.strk1;"Multisport Boule";168,0000;"197;250";0
PBMultiBouleG1;"";168,0000;;
PBMultiBouleG1.attr1;"";208,0000;;
PBMultiBouleG2;"";151,2000;;
PBMultiBouleG2.attr1;"";191,2000;;
PBMultiBouleG3;"";142,4000;;
PBMultiBouleG3.attr1;"";182,4000;;
PBMultiBouleS1.strk1;"Multisport Boule silver";168,0000;"197;250";0
PBMultiBouleS1;"";168,0000;;
PBMultiBouleS1.attr1;"";208,0000;;
PBMultiBouleS2;"";151,2000;;
PBMultiBouleS2.attr1;"";191,2000;;
PBMultiBouleS3;"";142,4000;;
PBMultiBouleS3.attr1;"";182,4000;;
PBMultiBowlingG1.strk1;"Multisport Bowling";168,0000;"197;250";0
PBMultiBowlingG1;"";168,0000;;
PBMultiBowlingG1.attr1;"";208,0000;;
PBMultiBowlingG2;"";151,2000;;
PBMultiBowlingG2.attr1;"";191,2000;;
PBMultiBowlingG3;"";142,4000;;
PBMultiBowlingG3.attr1;"";182,4000;;
PBMultiBowlingS;"Multisport Bowling silver";168,0000;"197;250";0
PBMultiBowlingS1;"";168,0000;;
PBMultiBowlingS1.attr1;"";208,0000;;
PBMultiBowlingS2;"";152,0000;;
PBMultiBowlingS2.attr1;"";192,0000;;
PBMultiBowlingS3;"";144,0000;;
PBMultiBowlingS3.attr1;"";184,0000;;
PBMultiFotbollG1.strk1;"Multisport Fotboll guld";168,0000;"186;250;277";0
PBMultiFotbollG1;"";168,0000;;
PBMultiFotbollG1.attr1;"";208,0000;;
PBMultiFotbollG2;"";151,2000;;
PBMultiFotbollG2.attr1;"";191,2000;;
PBMultiFotbollG3;"";142,4000;;
PBMultiFotbollG3.attr1;"";182,4000;;
PBMultiFotbollS1.strk1;"Multisport Fotboll silver";168,0000;"186;250;277";0
PBMultiFotbollS1;"";168,0000;;
PBMultiFotbollS1.attr1;"";208,0000;;
PBMultiFotbollS2;"";151,2000;;
PBMultiFotbollS2.attr1;"";191,2000;;
PBMultiFotbollS3;"";142,4000;;
PBMultiFotbollS3.attr1;"";182,4000;;
PBMultiInnebandyG1.strk1;"Multisport Innebandy";168,0000;"191;250;277";0
PBMultiInnebandyG1;"";168,0000;;
PBMultiInnebandyG1.attr1;"";208,0000;;
PBMultiInnebandyG2;"";151,2000;;
PBMultiInnebandyG2.attr1;"";191,2000;;
PBMultiInnebandyG3;"";142,4000;;
PBMultiInnebandyG3.attr1;"";182,4000;;
PBMultiInnebandyS1.strk1;"Multisport Innebandy silver";168,0000;"191;250;277";0
PBMultiInnebandyS1;"";168,0000;;
PBMultiInnebandyS1.attr1;"";208,0000;;
PBMultiInnebandyS2;"";151,2000;;
PBMultiInnebandyS2.attr1;"";191,2000;;
PBMultiInnebandyS3;"";142,4000;;
PBMultiInnebandyS3.attr1;"";182,4000;;
PBMultiIshockeyGuG1.strk1;"Multisport Ishockey Guldpuck";152,0000;"192";0
PBMultiIshockeyGuG1;"";152,0000;;
PBMultiIshockeyGuG1.attr1;"";192,0000;;
PBMultiIshockeyGuG2;"";136,0000;;
PBMultiIshockeyGuG2.attr1;"";176,0000;;
PBMultiIshockeyGuG3;"";128,0000;;
PBMultiIshockeyGuG3.attr1;"";168,0000;;
PBMultiIshockeySvG1.strk1;"Multisport Ishockeypuck";168,0000;"192;250;277";0
PBMultiIshockeySvG1;"";168,0000;;
PBMultiIshockeySvG1.attr1;"";208,0000;;
PBMultiIshockeySvG2;"";151,2000;;
PBMultiIshockeySvG2.attr1;"";191,2000;;
PBMultiIshockeySvG3;"";142,4000;;
PBMultiIshockeySvG3.attr1;"";182,4000;;
PBMultiKampsportG1.strk1;"Multisport Kampsport";168,0000;"196;250";0
PBMultiKampsportG1;"";168,0000;;
PBMultiKampsportG1.attr1;"";208,0000;;
PBMultiKampsportG2;"";151,2000;;
PBMultiKampsportG2.attr1;"";191,2000;;
PBMultiKampsportG3;"";142,4000;;
PBMultiKampsportG3.attr1;"";182,4000;;
PBMultiKampsportS1.strk1;"Multisport Kampsport silver";168,0000;"196;250";0
PBMultiKampsportS1;"";168,0000;;
PBMultiKampsportS1.attr1;"";208,0000;;
PBMultiKampsportS2;"";151,2000;;
PBMultiKampsportS2.attr1;"";191,2000;;
PBMultiKampsportS3;"";142,4000;;
PBMultiKampsportS3.attr1;"";182,4000;;
PBMultiPadelrack;"Multisport Padelracket";168,0000;"194;250;283";0
PBMultiPadelrack1;"";168,0000;;
PBMultiPadelrack1.attr1;"";208,0000;;
PBMultiPadelrack2;"";152,0000;;
PBMultiPadelrack2.attr1;"";192,0000;;
PBMultiPadelrack3;"";144,0000;;
PBMultiPadelrack3.attr1;"";184,0000;;
PBMultiTennisG1.strk1;"Multisport Padel och Tennis";168,0000;"194;250;277;283";0
PBMultiTennisG1;"";168,0000;;
PBMultiTennisG1.attr1;"";208,0000;;
PBMultiTennisG2;"";151,2000;;
PBMultiTennisG2.attr1;"";191,2000;;
PBMultiTennisG3;"";142,4000;;
PBMultiTennisG3.attr1;"";182,4000;;
PBMultiVolleybollG1.strk1;"Multisport Volleyboll";168,0000;"195;250";0
